"","known_binom_larger","known_normal_larger"
"203",9,9.03308718144121
"204",9,6.66774170400781
"205",8,10.4519375995408
"206",7,4.21320203473655
"207",7,9.00224787639666
"208",4,4.74007212662626
"209",8,10.8604783707665
"210",4,11.2912826021845
"211",8,10.7062569851768
"212",6,13.0812482148143
"213",4,15.0008697395852
"214",9,4.03853522067043
"215",4,7.23753954541817
"216",11,6.79324968612995
"217",10,7.00628838413167
"218",7,7.0201526238395
"219",3,5.34775426516343
"220",8,3.07710454205409
"221",10,6.63588565318255
"222",9,7.06746169224938
"223",5,4.64596396040493
"224",12,9.7347625919823
"225",9,8.95595577079869
"226",10,8.54287455200151
"227",6,5.01673968581561
"228",7,7.81855870910709
"229",9,9.04818780288043
"230",6,4.9722150112034
"231",8,11.2980548516884
"232",5,8.53033081542444
"233",10,9.88856457680357
"234",10,7.35391878937206
"235",7,9.26818836465374
"236",7,7.61559461391279
"237",9,7.78280274531326
"238",7,10.2482154243535
"239",8,9.22196798010989
"240",5,7.50526676429324
"241",7,12.6162905999959
"242",6,9.24343093095345
"243",9,12.3107868104984
"244",9,7.30063077081711
"245",7,11.9550960846772
"246",8,6.14772586004406
"247",7,6.49932741803317
"248",7,6.69778736921566
"249",4,7.8714832633456
"250",9,5.9721412681541
"251",9,9.57020271005572
"252",11,7.71842554012471
"253",8,5.4428216769876
"254",6,7.66934320997147
"255",4,11.5095831302612
"256",10,7.72187261760964
"257",13,9.47568369505942
"258",4,7.44948659844404
"259",8,7.56132797816364
"260",8,7.20517093955823
"261",9,10.2353678203808
"262",6,7.81971981769333
"263",9,10.0076750220139
"264",9,9.22101942597718
"265",7,7.54745999486253
"266",5,9.5639263520587
"267",10,9.22277111248882
"268",8,5.81001130925998
"269",8,9.5472273188958
"270",11,6.19763088734966
"271",9,5.70937193099362
"272",8,10.8602209730039
"273",9,9.68327946087368
"274",5,7.20581648361346
"275",6,7.01653528352409
"276",4,7.35105599568315
"277",8,10.9103818099211
"278",9,6.93773866068608
"279",6,8.86360584640757
"280",12,8.26271628805657
"281",12,8.03348434702591
"282",5,9.78612434229112
"283",6,6.02833271604709
"284",8,8.42080507948451
"285",12,7.65612324877082
"286",12,7.09915954951018
"287",9,4.87744041615932
"288",7,8.61901549805104
"289",7,7.43398950248609
"290",9,8.38180464477189
"291",5,6.43997948481192
"292",10,7.77511790523241
"293",11,10.7123769431189
"294",11,9.10342760360283
"295",7,10.9348072304049
"296",8,4.54506916250138
"297",6,10.5524154543738
"298",8,10.5513964890736
"299",9,10.244062976979
"300",11,9.05050536618428
"301",9,7.51218766410966
"302",5,8.66161551251538
"303",13,11.0271543728165
"304",9,8.14058084663843
"305",7,7.80877289853884
"306",5,8.30695941161932
"307",8,5.84945995156048
"308",9,5.42907986479343
"309",9,2.66419709903646
"310",8,6.79027503661941
"311",6,11.1039270013189
"312",11,9.40831877867801
"313",11,8.63505399151374
"314",9,12.4453500629855
"315",7,11.533645142172
"316",7,9.08823362500863
"317",7,7.31853102108406
"318",12,7.65609692921218
"319",10,9.51918504162536
"320",11,7.1318245661111
"321",8,6.50990081995682
"322",8,5.84114509389137
"323",6,8.43294443110091
"324",6,8.62458494020075
"325",9,10.6845726247405
"326",11,5.9789286105988
"327",9,5.05825685515634
"328",8,10.1164328594445
"329",9,7.55152220548235
"330",9,3.76454033788665
"331",6,4.758280076478
"332",13,5.67162954245045
"333",8,7.88243139209629
"334",12,5.60848888746964
"335",11,9.81946941102985
"336",4,3.39489065302496
"337",5,6.87413126898739
"338",6,5.83839986679411
"339",5,12.1461957208952
"340",6,8.81065864140569
"341",4,9.86830112344714
"342",11,0.0988087615470334
"343",11,10.1703487104224
"344",6,3.75188553143929
"345",7,6.61775059420625
"346",10,7.64843460705887
"347",11,7.78603994052843
"348",6,5.51689373292169
"349",12,8.0730030389477
"350",9,12.0470440242328
"351",11,5.56118812741594
"352",9,7.95845738142995
"353",7,8.54097487633472
"354",11,9.30753693978012
"355",6,6.81651604217153
"356",4,9.61873554204051
"357",9,10.1618215976931
"358",7,8.31995277636799
"359",6,5.6904174868387
"360",10,8.56446464326395
"361",9,4.20131401145445
"362",6,8.82172752023022
"363",9,7.03201790338563
"364",6,11.5149769776527
"365",7,11.8675633392341
"366",6,10.5640694388423
"367",10,8.22153628763796
"368",6,9.34316228934655
"369",9,3.82494431986276
"370",10,8.64072966615709
"371",11,8.37309678839198
"372",7,7.21087383014969
"373",7,8.13197422930774
"374",11,13.7827404233407
"375",9,10.1189878421591
"376",8,7.02792483183825
"377",7,8.66258116847356
"378",10,4.25179456815837
"379",9,6.9119631806268
"380",3,8.47752897143374
"381",8,10.0632750607794
"382",12,12.9704991021003
"383",7,5.78992836381214
"384",11,9.59309327124336
"385",10,5.44466663766339
"386",4,8.24155962541467
"387",10,6.15805238351016
"388",9,10.8950887196695
"389",7,5.39930192286802
"390",5,11.3078278421802
"391",5,6.59558326563311
"392",6,11.3657227993904
"393",6,7.91684766727241
"394",11,10.4451664259195
"395",8,6.50908766635408
"396",7,8.06113209990944
"397",8,9.69159826613968
"398",8,7.6447685522677
"399",9,9.16625740705119
"400",10,9.46582700091136
"401",3,7.25394616218572
"402",5,5.95516172734016
"403",10,3.54227921040516
"404",10,12.4674083671431
"405",4,6.08071078276893
"406",8,6.08973630179514
"407",6,7.61590110050244
"408",7,7.39838836161692
"409",7,8.82819267165627
"410",8,7.38539371699949
"411",5,8.74441381610302
"412",10,9.65956848911254
"413",8,9.30949589582813
"414",7,8.56141336249459
"415",9,9.76045685129367
"416",6,8.8872687835642
"417",9,10.6501785066347
"418",9,7.55023948116704
"419",8,6.51828098108947
"420",9,7.71740702482932
"421",7,7.63752675449215
"422",8,6.80929338455342
"423",7,10.715812954899
"424",8,9.82507212412169
"425",6,7.07034371095575
"426",5,6.88318623124137
"427",8,7.7870020004683
"428",7,6.94105638083198
"429",5,7.86906032152375
"430",6,8.0679904906195
"431",6,13.3055112826411
"432",10,7.25885433457221
"433",9,4.42066615424799
"434",8,8.33783287910342
"435",9,6.21570424508842
"436",8,2.52878081265217
"437",10,5.07461018243056
"438",6,5.98236310729996
"439",6,8.0202259970501
"440",8,8.4558958067028
"441",9,7.88331179329733
"442",11,5.98720809320506
"443",6,4.18544928454898
"444",8,10.2808976123108
"445",10,8.65133236518816
"446",10,11.195777613917
"447",7,7.69240518869184
"448",10,8.37288970046995
"449",6,8.32069913962316
"450",6,4.95923512838196
"451",11,9.58332629347286
"452",7,6.50766847764145
"453",11,7.86191092867719
"454",9,10.1032236335631
"455",11,5.26709146974566
"456",9,11.5255681033573
"457",10,7.8260643624332
"458",7,8.07729598058741
"459",8,8.99730186421969
"460",3,6.32832288435282
"461",5,7.99975620222947
"462",8,9.43506484796093
"463",9,9.32044635690737
"464",6,9.40020614778702
"465",8,8.02410485206607
"466",6,5.66721479062291
"467",11,10.1232206959726
"468",11,7.15662516227458
"469",10,8.95365296486901
"470",6,7.21556227124028
"471",8,6.84663709987152
"472",9,8.80830377076069
"473",4,6.98334350074287
"474",9,3.44348879083692
"475",2,7.84525514418117
"476",9,8.52071929512497
"477",6,8.8426569457011
"478",6,9.69546972044396
"479",10,5.78280337571109
"480",10,7.95721154732003
"481",6,7.19701190343827
"482",8,8.17855342232238
"483",5,5.70510997901759
"484",10,7.99275806904026
"485",7,8.05728820936707
"486",11,9.11266595633001
"487",11,4.57182368555929
"488",6,9.51612218422673
"489",8,7.07911810608067
"490",7,6.53866476716546
"491",10,6.55291201193804
"492",8,9.34229411606908
"493",4,7.16483803826845
"494",6,5.35143800791024
"495",5,8.31388137290028
"496",7,5.81792442905272
"497",7,6.03553725735468
"498",9,6.39631737797095
"499",11,6.93425979344308
"500",8,5.91748968228859
"501",5,7.88336793111388
"502",9,4.51358587036733
"503",8,9.31613686341712
"504",8,8.02739869679458
"505",10,12.1774576159661
"506",10,6.94326400479458
"507",5,11.2376567696603
"508",10,10.6210515781288
"509",7,8.87201458290368
"510",9,6.0791003669843
"511",6,11.6861145734068
"512",5,10.4876569088131
"513",7,6.08942735684816
"514",8,8.86201030297141
"515",9,10.4079711490128
"516",9,8.3144081866011
"517",11,9.19914308603174
"518",9,9.70811152518141
"519",9,6.88614594121476
"520",8,10.7968229405865
"521",10,5.35744317745219
"522",9,8.56246911446092
"523",8,12.1768660685074
"524",7,8.74266864852353
"525",7,7.73759195435347
"526",6,10.2357358179802
"527",9,6.61759908688983
"528",9,10.5112400917829
"529",8,9.7901662826568
"530",6,11.5003550213501
"531",9,9.9990937992926
"532",9,9.26258844220799
"533",10,7.89147240127539
"534",8,1.91465251775648
"535",6,7.34129105112114
"536",9,7.03359215529488
"537",10,8.84276154712283
"538",8,8.7143659793515
"539",8,6.03376579917058
"540",7,9.57701120857289
"541",12,9.92944281908499
"542",8,3.57461636599172
"543",7,11.2428655393906
"544",8,5.36797874379791
"545",13,5.46862183101111
"546",7,9.10292506377432
"547",8,4.79792721781589
"548",11,5.84392133638552
"549",6,7.20525291892232
"550",6,5.09108517839497
"551",8,9.0194227359322
"552",5,6.2838747882021
"553",8,5.84460118901873
"554",6,8.7009125215247
"555",10,3.93536052748395
"556",3,11.7480990457702
"557",13,7.65671216222006
"558",7,5.46143244895495
"559",9,7.22765581530737
"560",10,10.2174530763556
"561",11,3.50575416962437
"562",13,7.12677960792407
"563",6,7.74709986774261
"564",9,9.87279633111022
"565",7,5.48834203252023
"566",8,8.90886519323219
"567",5,5.16973671429314
"568",11,9.52528666853808
"569",9,12.9413117034215
"570",10,11.5226143681707
"571",5,5.94690897423178
"572",1,9.4508272262285
"573",8,10.2657384608411
"574",7,8.37934455510764
"575",4,6.72298743120761
"576",9,6.76180193904714
"577",7,10.2312320366512
"578",7,10.230615351976
"579",10,6.11247907396204
"580",9,7.63650418205663
"581",9,3.20824522907379
"582",8,6.90100714308842
"583",6,10.6079614518694
"584",9,7.53347536717273
"585",9,9.26021164572633
"586",7,6.81108664579284
"587",6,7.2605677321924
"588",8,5.54952621192439
"589",8,7.23076721174778
"590",8,6.92182898931343
"591",11,5.91603440871799
"592",8,8.27636093331942
"593",7,8.56420969482734
"594",12,8.58974870314176
"595",9,7.59293574175708
"596",8,9.57995829873585
"597",4,5.57305010962211
"598",12,8.63452897522763
"599",8,8.81531823330081
"600",6,10.646153880433
"601",9,5.6547487744296
"602",7,6.8003023341924
"603",7,11.1529926763155
"604",8,7.94803838061137
"605",10,4.61022822056122
"606",7,8.32943466945441
"607",9,6.62741022128549
"608",9,7.7769038909034
"609",11,7.58157441560889
"610",9,7.1935582182778
"611",8,5.64477002511671
"612",7,7.46165645376135
"613",9,6.90401654196498
"614",8,13.3449321681017
"615",11,5.86222363855257
"616",4,8.27724068544612
"617",8,7.65833013547606
"618",8,7.80214492312908
"619",4,5.99511581677246
"620",7,9.96948052947408
"621",10,7.87496854566376
"622",4,8.49073701806942
"623",8,7.17098128812437
"624",7,7.75562532662219
"625",7,7.59525499678106
"626",7,8.57689930812488
"627",7,12.6583027758298
"628",8,6.27798534113346
"629",8,9.82180664069184
"630",8,9.67172090879981
"631",7,7.95977828276461
"632",7,5.24644521105619
"633",6,4.89166600020154
"634",8,8.5297356022079
"635",11,6.83583661135732
"636",8,7.47492225882215
"637",9,6.5942894153794
"638",11,8.2914803313317
"639",7,6.43198634549445
"640",8,4.95323930207411
"641",9,9.01716575919347
"642",9,9.92768475785295
"643",6,8.82490813741071
"644",10,7.71468494088299
"645",6,5.99639546161598
"646",10,7.08468089192344
"647",7,7.48053395306015
"648",6,12.4637313690677
"649",10,5.23051912722876
"650",7,6.52221515454368
"651",14,2.25148669392386
"652",9,7.21886061871044
"653",11,6.13035141745678
"654",8,8.778972060597
"655",5,9.21740717714878
"656",8,8.54655099736959
"657",10,7.57423221278473
"658",9,6.88570201214748
"659",9,7.07975946261343
"660",8,9.47150271895113
"661",12,10.3661537640293
"662",7,10.7918804853276
"663",8,10.8178158580383
"664",9,6.84222415485123
"665",10,8.98562706481042
"666",8,6.02952757738019
"667",9,9.25525861087223
"668",9,8.96430180183142
"669",6,10.5043719942898
"670",11,9.68048654319562
"671",9,10.0338425058898
"672",7,5.85422469893697
"673",8,7.83741978759682
"674",7,9.50194406716839
"675",11,13.023390458047
"676",10,9.59918610689239
"677",10,6.71396835559056
"678",8,8.01968649023429
"679",8,7.4686417024381
"680",7,8.12179668861757
"681",8,8.77299152803191
"682",5,7.2750420065747
"683",6,9.76936781702513
"684",13,7.12014866510854
"685",6,8.58534491430632
"686",9,9.0045398961464
"687",8,14.3709733186676
"688",8,10.0356804885182
"689",5,9.3679077280982
"690",4,7.88058678265204
"691",12,11.3609280999695
"692",10,5.97325602496472
"693",8,9.42373002679242
"694",4,7.97523571283641
"695",10,8.78033046359582
"696",8,6.82324291670549
"697",6,7.41218854878973
"698",5,9.33155982637816
"699",8,10.5627380054047
"700",3,3.88687351573785
"701",6,11.6365063228501
"702",7,8.73036887047603
"703",10,8.39027986565813
"704",7,10.9570088445598
"705",10,6.68715598064274
"706",5,10.2233846500265
"707",10,7.90341769626489
"708",9,11.9923663879858
"709",7,6.35768939560662
"710",8,11.1561332258914
"711",7,10.0814384418845
"712",8,6.24997394017131
"713",9,4.08999302401559
"714",11,6.08863138304443
"715",9,5.78399703704271
"716",5,10.0870933117673
"717",10,6.28396335755653
"718",5,8.84417360426843
"719",5,9.71977435412153
"720",11,9.30092551728529
"721",10,10.4542573820776
"722",9,9.63103864706977
"723",11,6.77996012794798
"724",5,6.91715849313879
"725",4,7.69234696269243
"726",7,10.0410032682797
"727",14,7.68179103268758
"728",7,9.04550944571939
"729",9,3.08062693650846
"730",5,10.3806246284645
"731",7,8.5526642447811
"732",5,5.79666697235023
"733",5,9.38858698175899
"734",8,8.73614704841703
"735",9,6.76689473033009
"736",6,7.81349051879313
"737",7,5.99072133858422
"738",15,9.22694983618273
"739",5,6.94464206352384
"740",8,7.65062130276701
"741",9,6.96467024367978
"742",8,8.91283464955899
"743",9,9.11062965729047
"744",5,5.71502267549231
"745",9,6.84199390109276
"746",5,9.28949120551511
"747",7,6.55010564378017
"748",8,6.35975380439563
"749",8,4.48904602322575
"750",7,8.35460316247211
"751",10,7.76332293105067
"752",6,5.48545138594809
"753",6,8.29182263935592
"754",8,10.9542756646606
"755",8,10.5180183466437
"756",6,11.5331942743492
"757",6,7.36225280379785
"758",8,10.5673278063214
"759",10,12.8555144535827
"760",7,8.6616199176116
"761",8,6.67563768992542
"762",8,9.33566270938902
"763",10,8.28278562722676
"764",10,10.7083865645141
"765",4,3.75001695526976
"766",10,7.48394725315646
"767",7,8.18429330609113
"768",15,10.5198911768503
"769",13,10.578415612271
"770",12,1.41917654423453
"771",7,5.52057300883837
"772",10,6.76007185021564
"773",7,11.4883917398456
"774",10,8.50524575185121
"775",11,7.739397892198
"776",12,9.18537441242185
"777",8,6.05603863812564
"778",10,5.07160626582986
"779",7,10.105591532889
"780",10,6.20997536834533
"781",9,8.95094541349372
"782",9,9.09325971686188
"783",10,9.29056034404823
"784",13,7.87008809095016
"785",4,5.57408205487433
"786",4,3.26503527414698
"787",4,11.0244626790621
"788",10,8.00216986031191
"789",5,11.6927037418532
"790",3,8.50015317529732
"791",8,10.438626204626
"792",11,6.96368492625737
"793",7,10.8027788664785
"794",7,9.68859479594814
"795",5,8.83478375718215
"796",9,7.33186693074565
"797",7,9.32036919189228
"798",10,12.6041191578258
"799",8,7.21829019373038
"800",4,5.86157414799986
"801",6,7.94475113516425
"802",6,9.35013946371676
"803",6,9.88587555879159
"804",5,5.4846641126567
"805",8,11.2139807161696
"806",10,4.23610165881086
"807",10,13.1399051792885
"808",8,7.89294719220898
"809",14,4.72214155699807
"810",10,4.48161255136745
"811",10,8.32175566742406
"812",6,6.17103836247285
"813",8,9.34432582746262
"814",11,8.48125939849945
"815",9,5.69246734364018
"816",12,9.5689652283242
"817",8,9.64083265570745
"818",6,8.78958275667698
"819",6,13.0798105652032
"820",8,9.61560579290352
"821",10,10.2192367886958
"822",6,6.82219275735611
"823",6,9.43144046755096
"824",8,11.1072997824093
"825",9,7.87508233975383
"826",8,5.69041905107354
"827",8,11.9307538039558
"828",3,9.25133406585945
"829",8,8.80351370196622
"830",8,1.85928113121646
"831",7,7.95848357755836
"832",12,4.95599830953549
"833",10,10.7065093291469
"834",5,10.8217635092508
"835",9,5.37013570838316
"836",6,7.54985124019926
"837",8,10.4628721645177
"838",8,6.92818436297304
"839",6,9.1297030194229
"840",6,10.9002286041103
"841",10,8.81011968219969
"842",10,7.21105348000233
"843",8,9.43539889816964
"844",5,8.23828532678949
"845",11,7.60055580196148
"846",3,9.3934658976846
"847",5,13.8926893783812
"848",8,8.14273012242555
"849",8,9.44088426076446
"850",4,9.13953700200991
"851",6,12.5443855659456
"852",7,9.20568415512432
"853",9,6.72484393330203
"854",8,8.32116620372002
"855",8,5.63638670530964
"856",8,5.68814278627589
"857",6,9.56074585928642
"858",8,7.04902157576501
"859",7,3.89726807863298
"860",9,6.96667291295299
"861",4,7.74769972217953
"862",7,7.89195342259764
"863",10,4.65306969476427
"864",7,11.2257542531033
"865",6,8.33342354372583
"866",7,4.99923559063898
"867",11,4.70975409397795
"868",13,7.97194198884287
"869",8,7.50299530387178
"870",3,5.65429121836727
"871",8,6.12536816523329
"872",10,8.53062860916857
"873",9,13.2548280617194
"874",8,9.52374067169886
"875",7,11.2333112759103
"876",7,8.48044473627455
"877",5,9.97903305128197
"878",8,4.34985614469679
"879",6,9.11813452560764
"880",6,9.03377611981797
"881",8,9.45144639499223
"882",11,7.3054395895003
"883",9,9.15340568497516
"884",6,7.53567632428817
"885",8,5.84029578576134
"886",7,8.5447661207338
"887",7,5.85127308629582
"888",9,6.6655652878788
"889",7,9.18956448753215
"890",10,10.7665564943149
"891",8,6.85716783291588
"892",6,9.34746651666846
"893",6,4.96635916999094
"894",8,6.89742864950816
"895",9,6.87688070271407
"896",7,7.20677737160484
"897",7,8.62142746323357
"898",10,9.22530195549833
"899",6,8.9800699694635
"900",16,8.40007829094881
"901",6,8.37249139692515
"902",4,6.5740505826763
"903",7,8.04839668492419
"904",5,3.68349127408366
"905",10,4.52627835639974
"906",6,10.2044408610903
"907",8,6.6025204570198
"908",5,5.02562116125384
"909",7,3.45621048479497
"910",8,6.83703910399528
"911",3,8.34327223747383
"912",9,11.4505596153748
"913",8,6.18911630910202
"914",8,6.67694323892579
"915",13,8.64979665182227
"916",10,4.57082085079099
"917",6,7.58180052434308
"918",2,8.48047229310487
"919",11,8.81758887557337
"920",7,7.38035247461958
"921",12,9.01156143767707
"922",7,11.4650116526352
"923",5,9.48254865592956
"924",11,6.18416844184797
"925",7,10.3973717961079
"926",9,7.12181766164374
"927",8,7.65064398116581
"928",7,6.84927671600954
"929",6,9.96409878528734
"930",11,6.84979745565492
"931",10,8.20072091531462
"932",5,13.5742984461592
"933",7,7.54753089599581
"934",5,10.8367429813228
"935",9,4.24842265382254
"936",6,9.89719002447046
"937",9,10.0273259835397
"938",9,10.3176910570559
"939",12,9.8069855603371
"940",10,7.75069147618994
"941",10,6.28719599928019
"942",9,7.57059894128815
"943",5,8.59323295267015
"944",8,11.8986382763053
"945",9,4.36408483907164
"946",6,8.72344759442831
"947",7,5.4656340239147
"948",9,1.29495150885617
"949",8,9.51753558281395
"950",7,8.96348605641601
"951",8,9.68533159927248
"952",6,5.01503180841729
"953",4,8.7836228895935
"954",8,7.25143933064781
"955",6,7.17789236604527
"956",6,4.05300104538645
"957",8,7.98029524533817
"958",9,7.88149477614316
"959",9,9.14887775551292
"960",8,7.22652225545113
"961",8,9.79447804895955
"962",5,12.8266446118622
"963",6,9.00468298454348
"964",5,6.9696438201508
"965",8,7.42401098486275
"966",12,10.0668794890725
"967",10,4.94274201664784
"968",6,12.0596081082625
"969",6,8.99296521030546
"970",5,5.2771305804014
"971",8,5.7453602534628
"972",8,5.07172665860831
"973",9,7.78440942497335
"974",10,6.7536154253236
"975",12,8.33478560258099
"976",8,8.16499196078431
"977",8,7.89522145916665
"978",7,5.0986196406318
"979",10,6.22947887057543
"980",7,7.79129841075081
"981",10,6.31755724766171
"982",7,3.44940295579199
"983",7,8.93221564138534
"984",9,7.41704321442539
"985",9,10.9297385587817
"986",9,7.31651422455482
"987",8,5.10174120262288
"988",6,7.82575082703413
"989",7,6.70160164267505
"990",9,9.41570523740677
"991",6,8.36505931652566
"992",9,11.2696090914413
"993",10,4.8107415467546
"994",5,9.67319890803989
"995",7,7.28393189747654
"996",11,6.20393622878957
"997",6,9.74454065372359
"998",10,7.50353708702641
"999",10,5.1690883762946
"1000",10,8.67675958841447
